season,week,ftn_game_id,nflverse_game_id,ftn_play_id,nflverse_play_id,source
2026,1,7019,2026_01_NE_SEA,1153342,41,official
2026,1,7019,2026_01_NE_SEA,1153343,64,official
2026,1,7019,2026_01_NE_SEA,1153344,86,official
2026,1,7019,2026_01_NE_SEA,1153345,111,official
2026,1,7019,2026_01_NE_SEA,1153346,135,official
2026,1,7019,2026_01_NE_SEA,1153347,157,official
2026,1,7019,2026_01_NE_SEA,1153348,180,official
2026,1,7019,2026_01_NE_SEA,1153349,200,official
2026,1,7019,2026_01_NE_SEA,1153350,227,official
2026,1,7019,2026_01_NE_SEA,1153351,249,official
2026,1,7019,2026_01_NE_SEA,1153352,271,official
2026,1,7019,2026_01_NE_SEA,1153353,298,official
2026,1,7019,2026_01_NE_SEA,1153354,320,official
2026,1,7019,2026_01_NE_SEA,1153355,358,official
2026,1,7019,2026_01_NE_SEA,1153356,385,official
2026,1,7019,2026_01_NE_SEA,1153357,407,official
2026,1,7019,2026_01_NE_SEA,1153358,430,official
2026,1,7019,2026_01_NE_SEA,1153359,460,official
2026,1,7019,2026_01_NE_SEA,1153360,482,official
2026,1,7019,2026_01_NE_SEA,1153361,505,official
2026,1,7019,2026_01_NE_SEA,1153362,535,official
2026,1,7019,2026_01_NE_SEA,1153363,557,official
2026,1,7019,2026_01_NE_SEA,1153364,587,official
2026,1,7019,2026_01_NE_SEA,1153365,613,official
2026,1,7019,2026_01_NE_SEA,1153366,638,official
2026,1,7019,2026_01_NE_SEA,1153367,660,official
2026,1,7019,2026_01_NE_SEA,1153368,690,official
2026,1,7019,2026_01_NE_SEA,1153369,712,official
2026,1,7019,2026_01_NE_SEA,1153370,734,official
2026,1,7019,2026_01_NE_SEA,1153371,761,official
2026,1,7019,2026_01_NE_SEA,1153372,788,official
2026,1,7019,2026_01_NE_SEA,1153373,813,official
2026,1,7019,2026_01_NE_SEA,1153374,855,official
2026,1,7019,2026_01_NE_SEA,1153375,878,official
2026,1,7019,2026_01_NE_SEA,1153376,898,official
2026,1,7019,2026_01_NE_SEA,1153377,920,official
2026,1,7019,2026_01_NE_SEA,1153378,942,official
2026,1,7019,2026_01_NE_SEA,1153379,972,official
2026,1,7019,2026_01_NE_SEA,1153380,997,official
2026,1,7019,2026_01_NE_SEA,1153381,1019,official
2026,1,7019,2026_01_NE_SEA,1153382,1046,official
2026,1,7019,2026_01_NE_SEA,1153383,1071,official
2026,1,7019,2026_01_NE_SEA,1153384,1093,official
2026,1,7019,2026_01_NE_SEA,1153385,1118,official
2026,1,7019,2026_01_NE_SEA,1153386,1152,official
2026,1,7019,2026_01_NE_SEA,1153387,1180,official
2026,1,7019,2026_01_NE_SEA,1153388,1195,official
2026,1,7019,2026_01_NE_SEA,1153389,1225,official
2026,1,7019,2026_01_NE_SEA,1153390,1255,official
2026,1,7019,2026_01_NE_SEA,1153391,1277,official
2026,1,7019,2026_01_NE_SEA,1153392,1297,official
2026,1,7019,2026_01_NE_SEA,1153393,1321,official
2026,1,7019,2026_01_NE_SEA,1153394,1346,official
2026,1,7019,2026_01_NE_SEA,1153395,1370,official
2026,1,7019,2026_01_NE_SEA,1153396,1395,official
2026,1,7019,2026_01_NE_SEA,1153397,1430,official
2026,1,7019,2026_01_NE_SEA,1153398,1450,official
2026,1,7019,2026_01_NE_SEA,1153399,1479,official
2026,1,7019,2026_01_NE_SEA,1153400,1504,official
2026,1,7019,2026_01_NE_SEA,1153401,1529,official
2026,1,7019,2026_01_NE_SEA,1153402,1551,official
2026,1,7019,2026_01_NE_SEA,1153403,1585,official
2026,1,7019,2026_01_NE_SEA,1153404,1611,official
2026,1,7019,2026_01_NE_SEA,1153405,1636,official
2026,1,7019,2026_01_NE_SEA,1153406,1658,official
2026,1,7019,2026_01_NE_SEA,1153407,1665,official
2026,1,7019,2026_01_NE_SEA,1153408,1685,official
2026,1,7019,2026_01_NE_SEA,1153409,1726,official
2026,1,7019,2026_01_NE_SEA,1153410,1714,official
2026,1,7019,2026_01_NE_SEA,1153411,1748,official
2026,1,7019,2026_01_NE_SEA,1153412,1755,official
2026,1,7019,2026_01_NE_SEA,1153413,1792,official
2026,1,7019,2026_01_NE_SEA,1153414,1780,official
2026,1,7019,2026_01_NE_SEA,1153415,1824,official
2026,1,7019,2026_01_NE_SEA,1153416,1812,official
2026,1,7019,2026_01_NE_SEA,1153417,1859,official
2026,1,7019,2026_01_NE_SEA,1153418,1901,official
2026,1,7019,2026_01_NE_SEA,1153419,1934,official
2026,1,7019,2026_01_NE_SEA,1153420,1959,official
2026,1,7019,2026_01_NE_SEA,1153421,1987,official
2026,1,7019,2026_01_NE_SEA,1153422,2009,official
2026,1,7019,2026_01_NE_SEA,1153423,2032,official
2026,1,7019,2026_01_NE_SEA,1153424,2073,official
2026,1,7019,2026_01_NE_SEA,1153425,2095,official
2026,1,7019,2026_01_NE_SEA,1153426,2120,official
2026,1,7019,2026_01_NE_SEA,1153427,2163,official
2026,1,7019,2026_01_NE_SEA,1153428,2183,official
2026,1,7019,2026_01_NE_SEA,1153429,2213,official
2026,1,7019,2026_01_NE_SEA,1153430,2238,official
2026,1,7019,2026_01_NE_SEA,1153431,2260,official
2026,1,7019,2026_01_NE_SEA,1153432,2283,official
2026,1,7019,2026_01_NE_SEA,1153433,2307,official
2026,1,7019,2026_01_NE_SEA,1153434,2332,official
2026,1,7019,2026_01_NE_SEA,1153435,2359,official
2026,1,7019,2026_01_NE_SEA,1153436,2381,official
2026,1,7019,2026_01_NE_SEA,1153437,2406,official
2026,1,7019,2026_01_NE_SEA,1153438,2431,official
2026,1,7019,2026_01_NE_SEA,1153439,2455,official
2026,1,7019,2026_01_NE_SEA,1153440,2488,official
2026,1,7019,2026_01_NE_SEA,1153441,2525,official
2026,1,7019,2026_01_NE_SEA,1153442,2513,official
2026,1,7019,2026_01_NE_SEA,1153443,2550,official
2026,1,7019,2026_01_NE_SEA,1153444,2575,official
2026,1,7019,2026_01_NE_SEA,1153445,2597,official
2026,1,7019,2026_01_NE_SEA,1153446,2619,official
2026,1,7019,2026_01_NE_SEA,1153447,2656,official
2026,1,7019,2026_01_NE_SEA,1153448,2679,official
2026,1,7019,2026_01_NE_SEA,1153449,2699,official
2026,1,7019,2026_01_NE_SEA,1153450,2729,official
2026,1,7019,2026_01_NE_SEA,1153451,2753,official
2026,1,7019,2026_01_NE_SEA,1153452,2783,official
2026,1,7019,2026_01_NE_SEA,1153453,2805,official
2026,1,7019,2026_01_NE_SEA,1153454,2838,official
2026,1,7019,2026_01_NE_SEA,1153455,2863,official
2026,1,7019,2026_01_NE_SEA,1153456,2908,official
2026,1,7019,2026_01_NE_SEA,1153457,2945,official
2026,1,7019,2026_01_NE_SEA,1153458,2972,official
2026,1,7019,2026_01_NE_SEA,1153459,3002,official
2026,1,7019,2026_01_NE_SEA,1153460,3024,official
2026,1,7019,2026_01_NE_SEA,1153461,3046,official
2026,1,7019,2026_01_NE_SEA,1153462,3070,official
2026,1,7019,2026_01_NE_SEA,1153463,3096,official
2026,1,7019,2026_01_NE_SEA,1153464,3111,official
2026,1,7019,2026_01_NE_SEA,1153465,3152,official
2026,1,7019,2026_01_NE_SEA,1153466,3174,official
2026,1,7019,2026_01_NE_SEA,1153467,3196,official
2026,1,7019,2026_01_NE_SEA,1153468,3218,official
2026,1,7019,2026_01_NE_SEA,1153469,3241,official
2026,1,7019,2026_01_NE_SEA,1153470,3273,official
2026,1,7019,2026_01_NE_SEA,1153471,3300,official
2026,1,7019,2026_01_NE_SEA,1153472,3330,official
2026,1,7019,2026_01_NE_SEA,1153473,3360,official
2026,1,7019,2026_01_NE_SEA,1153474,3385,official
2026,1,7019,2026_01_NE_SEA,1153475,3409,official
2026,1,7019,2026_01_NE_SEA,1153476,3436,official
2026,1,7019,2026_01_NE_SEA,1153477,3460,official
2026,1,7019,2026_01_NE_SEA,1153478,3483,official
2026,1,7019,2026_01_NE_SEA,1153479,3506,official
2026,1,7019,2026_01_NE_SEA,1153480,3526,official
2026,1,7019,2026_01_NE_SEA,1153481,3556,official
2026,1,7019,2026_01_NE_SEA,1153482,3589,official
2026,1,7019,2026_01_NE_SEA,1153483,3609,official
2026,1,7019,2026_01_NE_SEA,1153484,3634,official
2026,1,7019,2026_01_NE_SEA,1153485,3657,official
2026,1,7019,2026_01_NE_SEA,1153486,3684,official
2026,1,7019,2026_01_NE_SEA,1153487,3706,official
2026,1,7019,2026_01_NE_SEA,1153488,3740,official
2026,1,7019,2026_01_NE_SEA,1153489,3765,official
2026,1,7019,2026_01_NE_SEA,1153490,3785,official
2026,1,7019,2026_01_NE_SEA,1153491,3834,official
2026,1,7019,2026_01_NE_SEA,1153492,3810,official
2026,1,7019,2026_01_NE_SEA,1153493,3854,official
2026,1,7019,2026_01_NE_SEA,1153494,3876,official
2026,1,7019,2026_01_NE_SEA,1153495,3883,official
2026,1,7019,2026_01_NE_SEA,1153496,3920,official
2026,1,7019,2026_01_NE_SEA,1153497,3908,official
2026,1,7019,2026_01_NE_SEA,1153498,3944,official
2026,1,7019,2026_01_NE_SEA,1153499,3976,official
2026,1,7019,2026_01_NE_SEA,1153500,3964,official
2026,1,7019,2026_01_NE_SEA,1153501,4006,official
2026,1,7019,2026_01_NE_SEA,1153502,4034,official
2026,1,7020,2026_01_SF_LA,1153503,40,official
2026,1,7020,2026_01_SF_LA,1153504,63,official
2026,1,7020,2026_01_SF_LA,1153505,86,official
2026,1,7020,2026_01_SF_LA,1153506,108,official
2026,1,7020,2026_01_SF_LA,1153507,133,official
2026,1,7020,2026_01_SF_LA,1153508,164,official
2026,1,7020,2026_01_SF_LA,1153509,186,official
2026,1,7020,2026_01_SF_LA,1153510,221,official
2026,1,7020,2026_01_SF_LA,1153511,246,official
2026,1,7020,2026_01_SF_LA,1153512,271,official
2026,1,7020,2026_01_SF_LA,1153513,305,official
2026,1,7020,2026_01_SF_LA,1153514,327,official
2026,1,7020,2026_01_SF_LA,1153515,352,official
2026,1,7020,2026_01_SF_LA,1153516,377,official
2026,1,7020,2026_01_SF_LA,1153517,400,official
2026,1,7020,2026_01_SF_LA,1153518,425,official
2026,1,7020,2026_01_SF_LA,1153519,450,official
2026,1,7020,2026_01_SF_LA,1153520,475,official
2026,1,7020,2026_01_SF_LA,1153521,500,official
2026,1,7020,2026_01_SF_LA,1153522,523,official
2026,1,7020,2026_01_SF_LA,1153523,543,official
2026,1,7020,2026_01_SF_LA,1153524,573,official
2026,1,7020,2026_01_SF_LA,1153525,595,official
2026,1,7020,2026_01_SF_LA,1153526,617,official
2026,1,7020,2026_01_SF_LA,1153527,640,official
2026,1,7020,2026_01_SF_LA,1153528,663,official
2026,1,7020,2026_01_SF_LA,1153529,688,official
2026,1,7020,2026_01_SF_LA,1153530,711,official
2026,1,7020,2026_01_SF_LA,1153531,731,official
2026,1,7020,2026_01_SF_LA,1153532,763,official
2026,1,7020,2026_01_SF_LA,1153533,785,official
2026,1,7020,2026_01_SF_LA,1153534,808,official
2026,1,7020,2026_01_SF_LA,1153535,834,official
2026,1,7020,2026_01_SF_LA,1153536,863,official
2026,1,7020,2026_01_SF_LA,1153537,888,official
2026,1,7020,2026_01_SF_LA,1153538,930,official
2026,1,7020,2026_01_SF_LA,1153539,958,official
2026,1,7020,2026_01_SF_LA,1153540,973,official
2026,1,7020,2026_01_SF_LA,1153541,1003,official
2026,1,7020,2026_01_SF_LA,1153542,1026,official
2026,1,7020,2026_01_SF_LA,1153543,1051,official
2026,1,7020,2026_01_SF_LA,1153544,1073,official
2026,1,7020,2026_01_SF_LA,1153545,1113,official
2026,1,7020,2026_01_SF_LA,1153546,1101,official
2026,1,7020,2026_01_SF_LA,1153547,1130,official
2026,1,7020,2026_01_SF_LA,1153548,1157,official
2026,1,7020,2026_01_SF_LA,1153549,1186,official
2026,1,7020,2026_01_SF_LA,1153550,1208,official
2026,1,7020,2026_01_SF_LA,1153551,1230,official
2026,1,7020,2026_01_SF_LA,1153552,1252,official
2026,1,7020,2026_01_SF_LA,1153553,1274,official
2026,1,7020,2026_01_SF_LA,1153554,1297,official
2026,1,7020,2026_01_SF_LA,1153555,1334,official
2026,1,7020,2026_01_SF_LA,1153556,1363,official
2026,1,7020,2026_01_SF_LA,1153557,1385,official
2026,1,7020,2026_01_SF_LA,1153558,1413,official
2026,1,7020,2026_01_SF_LA,1153559,1443,official
